"course","number","course_nbr","course_title","course_topic","class_nbr","sec_nbr","min_hrs","max_hrs","seats_avl","total_enrl","enroll_cap","acad_career","component","consent","enrollable","instructor","start","end","meeting_days","begin_date","end_date","location","room","room_cap","wait_cap","wait_total","comb_sect_id","cs_enrl_cap","cs_enrl_total","cs_wait_cap","cs_wait_total"
AAAS, 400,000161,Readings in:,,15044,1100,3,3,1,0,1,UGDL,IND,Instructor,Yes,"Bolden, Anthony",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,18695,1250,3,3,1,0,1,UGDL,IND,Instructor,Yes,"Chikanda, Abel",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,16549,1500,3,3,1,0,1,UGDL,IND,Instructor,Yes,"Gerschultz, Jessica",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,29334,1800,3,3,1,0,1,UGDL,IND,Instructor,Yes,"Hines, Dorothy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,29365,1900,3,3,1,0,1,UGDL,IND,Instructor,Yes,"EL HAIMEUR, AMAL",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,14825,2000,3,3,1,0,1,UGDL,IND,Instructor,Yes,"Jelks, Randal",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,14289,2400,3,3,1,0,1,UGDL,IND,Instructor,Yes,"MacGonagle, Elizabeth",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,15633,2800,3,3,1,0,1,UGDL,IND,Instructor,Yes,"Ojiambo, Peter",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,29333,2850,3,3,1,0,1,UGDL,IND,None,Yes,"Persley, Nicole",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,14290,3000,3,3,1,0,1,UGDL,IND,Instructor,Yes,"Pennington, Dorthy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,29332,3100,3,3,1,0,1,UGDL,IND,None,Yes,"Rhine, Kathryn",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,14291,3200,3,3,1,0,1,UGDL,IND,Instructor,Yes,"Ukpokodu, Peter",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 400,000161,Readings in:,,29335,3300,3,3,1,0,1,UGDL,IND,None,Yes,"Yeku, James",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 420,000162,Interculturl Comnctn:Afro-Amer,,10006,1000,3,3,5,0,5,UGDL,LEC,None,Yes,"Pennington, Dorthy",01:00,02:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,BA 105,27,0,0,1938,27,1,0,0
AAAS, 450,345836,Popular Culture Muslim World,,29476,1000,3,3,29,1,30,UGDL,LEC,None,Yes,"Ben baba, Asmaa",01:00,02:15 PM,MW,AUG-23,DEC-17,LAWRENCE,WES 4002,37,0,0,7642,30,1,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,14397,1000,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Alexander, Shawn",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,15045,1100,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Bolden, Anthony",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,18700,1160,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Chikanda, Abel",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,29336,1165,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Hines, Dorothy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,10007,1200,1,3,1,0,1,UGDL,IND,Instructor,Yes,"El-Hodiri, Mohamed",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,16550,1250,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Gerschultz, Jessica",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,14153,1300,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Hannoum, Majid",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,29337,1350,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Persley, Nicole",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,14826,1400,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Jelks, Randal",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,10008,1500,1,3,1,0,1,UGDL,IND,Instructor,Yes,"MacGonagle, Elizabeth",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,15638,1800,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Ojiambo, Peter",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,10009,1900,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Pennington, Dorthy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,29338,2000,1,3,1,0,1,UGDL,IND,None,Yes,"Rhine, Kathryn",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,10010,2400,1,3,1,0,1,UGDL,IND,Instructor,Yes,"Ukpokodu, Peter",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 460,000168,Topc&Probm Africn&Afr-Amr Stds,,29340,2500,1,3,1,0,1,UGDL,IND,None,Yes,"Yeku, James",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,14398,1000,3,3,1,0,1,UGDL,FLD,Department,Yes,"Alexander, Shawn",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,15046,1100,3,3,1,0,1,UGDL,FLD,Department,Yes,"Bolden, Anthony",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,18696,1300,3,3,1,0,1,UGDL,FLD,Department,Yes,"Chikanda, Abel",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,16553,1600,3,3,1,0,1,UGDL,FLD,Department,Yes,"Gerschultz, Jessica",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,29366,1650,3,3,1,0,1,UGDL,FLD,Department,Yes,"Hines, Dorothy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,14834,2100,3,3,1,0,1,UGDL,FLD,Department,Yes,"Jelks, Randal",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,10011,2500,3,3,1,0,1,UGDL,FLD,Department,Yes,"MacGonagle, Elizabeth",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,15639,2900,3,3,1,0,1,UGDL,FLD,Department,Yes,"Ojiambo, Peter",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,21147,3000,3,3,1,0,1,UGDL,FLD,Department,Yes,"Omwodo, Hannington",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,10012,3100,3,3,1,0,1,UGDL,FLD,Department,Yes,"Pennington, Dorthy",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,29369,3200,3,3,1,0,1,UGDL,FLD,None,Yes,"Rhine, Kathryn",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,10013,3300,3,3,1,0,1,UGDL,FLD,Department,Yes,"Ukpokodu, Peter",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 496,000171,Field Experience,,29370,3400,3,3,1,0,1,UGDL,FLD,None,Yes,"Yeku, James",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 502,000172,Directed Language Study:,Elementary Arabic I,21384,1000,5,5,5,0,5,UGDL,IND,Instructor,Yes,"EL HAIMEUR, AMAL",11:00,11:50 AM,MW,AUG-23,DEC-17,LAWRENCE,DHDC 2096,33,0,0,6783,30,0,0,0
AAAS, 502,000172,Directed Language Study:,Elementary Arabic I,21384,1000,5,5,5,0,5,UGDL,IND,Instructor,Yes,"EL HAIMEUR, AMAL",11:00,12:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,ROB 201,33,0,0,6783,30,0,0,0
AAAS, 502,000172,Directed Language Study:,Elementary Arabic I,21383,1100,5,5,5,0,5,UGDL,IND,Instructor,Yes,"Ben baba, Asmaa",11:00,12:15 PM,MTuWTh,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,6782,39,0,0,0
AAAS, 502,000172,Directed Language Study:,Elementary KiSwahili I,13753,1500,5,5,5,0,5,UGDL,IND,Instructor,Yes,"Wawire, Brenda",09:30,10:45 AM,TuTh,AUG-23,DEC-17,LAWRENCE,BA 110,19,0,0,6797,15,1,0,0
AAAS, 502,000172,Directed Language Study:,Elementary KiSwahili I,13753,1500,5,5,5,0,5,UGDL,IND,Instructor,Yes,"Wawire, Brenda",09:00,09:50 AM,MW,AUG-23,DEC-17,LAWRENCE,BA 103,18,0,0,6797,15,1,0,0
AAAS, 502,000172,Directed Language Study:,Elementary Wolof I,16124,2000,5,5,5,0,5,UGDL,IND,Instructor,Yes,"Correa Fernandes, Marie",APPT,,,AUG-23,OCT-15,LAWRENCE,ONLNE KULC,1000,0,0,134,15,0,0,0
AAAS, 502,000172,Directed Language Study:,Elementary Wolof II,24680,2200,5,5,10,0,10,UGDL,IND,Instructor,Yes,"Correa Fernandes, Marie",APPT,,,OCT-25,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,141,10,0,0,0
AAAS, 503,000173,Directed Language Study:,Intermediate KiSwahili I,17712,0250,3,3,12,0,12,UGDL,IND,Instructor,Yes,"Wawire, Brenda",11:00,12:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,BA 103,18,0,0,5784,12,0,0,0
AAAS, 503,000173,Directed Language Study:,,16727,1100,3,3,5,0,5,UGDL,IND,Instructor,Yes,"Ali, Mahmoud",12:30,01:45 PM,MW,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,6800,15,0,0,0
AAAS, 503,000173,Directed Language Study:,,14897,1800,3,3,5,0,5,UGDL,IND,Instructor,Yes,"Correa Fernandes, Marie",11:00,12:15 PM,TuTh,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,6799,10,0,0,0
AAAS, 504,346473,Directed Language Study I:,Advanced Arabic,24562,0500,3,3,19,0,20,UGDL,IND,Instructor,Yes,"Ben baba, Asmaa",03:00,04:15 PM,MW,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,7056,20,1,0,0
AAAS, 504,346473,Directed Language Study I:,Advanced KiSwahili I,17715,1000,3,3,8,0,8,UGDL,IND,Instructor,Yes,"Ojiambo, Peter",03:00,04:15 PM,MW,AUG-23,DEC-17,LAWRENCE,BA 109,20,0,0,5785,8,0,0,0
AAAS, 504,346473,Directed Language Study I:,Advanced KiSwahili I,17715,1000,3,3,8,0,8,UGDL,IND,Instructor,Yes,"Ojiambo, Peter",APPT,,,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,5785,8,0,0,0
AAAS, 504,346473,Directed Language Study I:,Advanced Wolof I,18017,1050,3,3,15,0,15,UGDL,IND,Instructor,Yes,"Correa Fernandes, Marie",APPT,,,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,0,0,0,0,0
AAAS, 505,346474,Directed Language Study II:,Arabic,14419,1000,3,3,5,0,5,UGDL,IND,Instructor,Yes,"EL HAIMEUR, AMAL",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 505,346474,Directed Language Study II:,Readings in KiSwahili I,17714,1500,3,3,9,0,10,UGDL,IND,Instructor,Yes,"Wawire, Brenda",03:00,05:30 PM,Tu,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,6788,10,1,0,0
AAAS, 510,343878,Global Ethnic&Racial Relations,,29453,1200,3,3,28,0,30,UGDL,LEC,None,Yes,"Nagel, Joane",APPT,,,AUG-23,OCT-15,LAWRENCE,ONLNE KULC,1000,5,0,208,30,2,5,0
AAAS, 511,000175,The Civil Rights Movement,,28197,1000,3,3,24,0,25,UGDL,LEC,None,Yes,"Frazier, Nishani",11:00,12:15 PM,MW,AUG-23,DEC-17,LAWRENCE,ONLNE KULC,1000,0,0,7518,25,1,0,0
AAAS, 520,000176,African Studies in:,Napolune in Egypt,19568,1500,3,3,20,0,20,UGDL,LEC,None,Yes,"El-Hodiri, Mohamed",APPT,,,AUG-23,OCT-15,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
AAAS, 520,000176,African Studies in:,Topics on North Africn Culture,24466,2000,3,3,20,0,20,UGDL,LEC,Instructor,Yes,"El-Hodiri, Mohamed",APPT,,,AUG-23,DEC-17,LAWRENCE,KULC APPT,1000,0,0,0,0,0,0,0
